File Name,Emotion (Label),Emotional Intensity,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13,MFCC14,STD_1,STD_2,STD_3,STD_4,STD_5,STD_6,STD_7,STD_8,STD_9,STD_10,STD_11,STD_12,Mean,CentroidSTD
03-01-08-02-02-01-14.wav,,strong,-618.6074219,41.66666412,-6.4006567,2.471066713,-7.901647091,-0.476769865,-16.7839222,1.172674894,-14.65372181,-4.11745739,-4.919596672,-5.478854656,-5.976253986,163.0701294,65.41164398,20.43014908,25.00774956,21.86815453,16.65864563,21.71770477,12.14097404,17.07025337,10.2026701,9.136703491,9.641828537,9.006950378,5568.057686,4049.039722
03-01-04-02-02-02-14.wav,,strong,-612.4761963,52.51875687,-16.4881134,6.243558407,-1.943756104,-3.703008175,-20.61538315,-1.31217885,-15.85113144,-13.3435955,-1.632915616,-5.708754063,-10.78342533,148.7922821,67.02742767,28.72284317,21.98283958,21.98992348,20.09309196,26.72547531,12.13541794,17.54959297,16.74523354,9.351890564,8.026238441,12.06805229,5730.830805,3881.616613
03-01-07-02-02-01-14.wav,,strong,-613.1898804,46.36149597,-2.801282644,13.57234955,-6.928201199,1.44720757,-14.11857414,-1.753853559,-14.73744011,-3.670537949,-4.146572113,-6.181532383,-3.670231581,134.471405,63.49834442,28.74157333,22.17523384,20.10156631,15.73937893,19.43468666,13.67196274,14.97164154,9.882026672,7.992255211,10.08761597,8.317206383,5365.107832,3632.76321
03-01-07-01-01-01-14.wav,,normal,-604.8104248,46.07312012,-9.138093948,10.46509933,-6.211079597,2.960123301,-12.49263763,-1.211262107,-15.81368351,-4.747313976,-6.198591709,-4.510638714,-3.279627323,157.5104828,55.99725342,23.56134796,23.95692444,16.83973885,13.96884441,18.8973999,10.1505785,18.38451958,9.157682419,10.1859951,10.86287498,7.819787979,6634.679748,3846.745064
03-01-04-01-01-02-14.wav,,normal,-724.6521606,55.71662521,4.621682644,12.57041931,-2.390850544,2.915290356,-10.98297977,2.046192884,-11.85731411,-1.330990791,-3.332481861,-6.052533627,-3.794273853,162.4845276,61.51670074,28.5588665,21.10362625,16.93473625,10.8838377,18.69436073,11.17908478,16.20923996,7.840620518,8.774402618,9.887957573,8.053197861,5937.117197,4254.881824
03-01-06-02-01-02-14.wav,,strong,-447.357605,31.92056847,-32.85078049,-4.339970589,-7.767250061,-3.089508295,-19.92434692,-2.268819332,-8.117994308,-13.35708809,-0.589992344,-2.001997471,-7.738226414,141.7875366,40.22352219,37.44150925,23.29338837,19.4059906,12.10452652,23.82509422,13.31597805,13.87772083,16.53639412,10.24183941,11.06327438,11.67901325,5450.231409,3274.131686
03-01-05-02-01-01-14.wav,,strong,-412.9061279,52.42788696,-28.5896244,-5.556303978,-9.916737556,-10.55006981,-20.34562111,1.18069768,-10.10506058,-9.804388046,-4.050536633,-3.923800468,-6.970242023,166.7099762,58.40113068,37.25820541,23.92159271,25.44146347,17.8416214,24.04592896,14.44968891,14.60379028,12.18573189,9.486050606,10.23313522,9.390293121,4830.216552,3471.597194
03-01-05-01-02-01-14.wav,,normal,-576.329895,42.46231079,-12.11249638,7.068583965,-3.746224403,-5.266973495,-16.45245361,1.98410213,-12.74079037,-7.864723206,-4.742642403,-5.888572216,-4.213890076,150.8820801,62.22588348,28.74942207,23.00169754,20.00838661,19.95662117,23.84924507,9.822650909,15.85088253,11.24979782,10.00388908,10.99002838,7.88689661,5949.824197,4110.206333
03-01-06-01-02-02-14.wav,,normal,-673.2973022,46.39952469,-5.88779211,8.798139572,0.382631987,3.561971903,-12.48960781,-2.524794579,-17.74075699,-3.269824028,-1.162978411,-5.709923744,-5.853286743,155.4555511,56.82728195,20.03561592,22.94864655,18.08990479,10.48587322,17.74515915,9.863250732,17.16108894,8.635910988,11.40323639,11.03085041,7.587336063,6493.353593,3521.771063
03-01-01-01-02-02-14.wav,,normal,-762.9472656,56.76920319,3.883348465,13.07218361,-3.7232728,2.334401608,-9.853498459,5.24695158,-12.92897892,-0.875041902,-2.575524092,-3.136745691,-1.881050467,168.5828094,63.81538773,22.19683838,24.23518753,17.32149506,13.41137028,18.91377068,12.16896725,18.59779167,8.640790939,8.896554947,8.586112976,6.306726933,6066.990977,4127.537856
03-01-02-01-02-01-14.wav,,normal,-744.2636719,37.92166901,0.380460352,15.57899475,-4.47604084,3.073989391,-10.67992592,1.862805605,-12.48386955,-2.164388418,-4.936507702,-5.750819206,-3.750059605,162.7975769,51.16166306,22.15600777,22.29925156,18.30263329,11.63778782,17.70501709,10.61707401,15.17285824,8.898803711,9.293017387,9.175648689,6.21135807,5312.591883,4120.716716
03-01-02-02-01-01-14.wav,,strong,-793.7185059,47.60468674,6.168093681,13.02160454,-2.199683189,3.400385141,-9.262201309,3.297967911,-8.007884979,-1.933050632,-2.451974869,-1.400368929,-1.010578036,126.3256836,53.90084839,20.50539589,21.33511162,15.96255875,12.13996887,17.12500191,10.89274597,12.37507248,7.37363863,10.94454861,7.688614368,5.673248768,5527.906787,4078.292852
03-01-03-01-01-02-14.wav,,normal,-571.9857178,43.71308899,-10.17964077,2.118700743,-4.953745365,0.640361905,-16.09939384,-0.390156358,-9.182435989,-6.343723297,-0.893461466,-4.932686329,-7.201541901,166.4413757,56.1812706,23.75489998,20.27692986,19.59068298,12.30471897,24.03982353,14.05120087,13.8265295,11.90708256,11.88592911,8.781794548,10.75282669,5155.397938,3976.934131
03-01-03-02-02-02-14.wav,,strong,-486.7123413,31.7695446,-27.61152649,-5.281474113,-6.301924706,-2.265106201,-23.13441086,-2.872193336,-10.73716545,-14.25284576,-2.656461239,-6.172503948,-9.044861794,145.6845703,46.50469971,37.88597488,25.11974525,21.40108109,15.13043785,26.01423645,14.43595982,12.35649204,16.73435593,10.87048721,10.74086761,14.56812572,5307.097245,3735.047119
03-01-02-01-01-02-14.wav,,normal,-805.897644,50.43424606,2.865828037,15.13708305,-0.148746505,4.572340965,-10.14812851,3.430480003,-9.754266739,-1.167805314,-4.811863899,-5.516477108,-1.736815691,171.2592316,53.37917709,23.40821075,21.07720947,13.52284431,11.23917007,16.73035812,10.59752274,12.94489193,7.335846424,9.278476715,9.137998581,6.014332294,6284.919319,4236.128091
03-01-01-01-01-01-14.wav,,normal,-784.743103,52.27773285,6.131364822,14.39051437,0.262269109,2.738637686,-11.14038467,4.423400879,-8.787227631,-1.914156437,-3.307987452,-2.142060518,-0.487027228,163.8073425,56.59549713,26.39671326,20.34818268,15.75543213,10.40574265,20.7707119,9.345890999,15.58913612,7.988923073,8.831805229,8.824181557,4.924060822,5234.101123,4115.059219
03-01-02-02-02-02-14.wav,,strong,-765.0504761,49.01214218,4.278963089,15.89902401,-4.616317749,3.953321457,-11.84041786,3.535984993,-13.6812706,-0.975980937,-2.239147425,-5.469022274,-2.686430931,172.2810211,61.37202454,21.06859398,21.86278343,20.13284111,14.44771004,17.83499146,12.63271904,16.52276611,7.715726376,9.577358246,8.412057877,7.170237064,4869.49085,4093.980283
03-01-03-01-02-01-14.wav,,normal,-620.6531982,42.99075317,-11.99012947,5.510528564,-2.572747707,0.610531807,-15.8197813,-4.431233406,-15.52968407,-5.630704403,-1.39113462,-8.037686348,-6.226043701,159.080368,57.92449951,19.75189018,23.32549477,24.14527702,14.08185863,21.27264023,10.53887367,17.8216629,9.586333275,12.26702309,11.1331234,7.990736961,5673.28078,3861.486032
03-01-03-02-01-01-14.wav,,strong,-480.1158142,43.78458786,-32.64230728,-4.811349392,-7.511680126,-5.84164381,-22.37509727,-3.321980715,-6.87330389,-13.18485546,-1.420420289,-3.038364649,-10.66126919,149.4730682,54.06018066,39.32276917,25.97737122,19.6601162,15.54804134,24.871521,15.24578571,12.13959408,16.92053986,10.90475178,8.48903656,13.46597385,5216.280119,3879.606762
03-01-08-01-02-02-14.wav,,normal,-669.2542114,44.03730011,-3.572066307,3.546434402,-3.934078932,-1.204444528,-12.07491779,-0.77776885,-12.20419407,-1.501671195,-4.485459328,-4.802023411,-4.694581509,144.1416016,67.3692627,15.27106285,24.04779053,16.9013958,15.00649357,18.37740707,10.80263424,16.06431007,8.50260067,9.720643044,8.951947212,8.678637505,5659.584051,4368.981825
03-01-08-02-01-02-14.wav,,strong,-627.0556641,53.90377045,-10.00662136,0.474341393,-7.846046925,-2.609977007,-16.36595345,0.877432525,-13.05474091,-6.278367519,-3.626710415,-5.399040699,-7.460989475,183.2084961,67.62802124,23.77612495,25.70177078,19.01496315,17.91947746,24.63292313,12.87986279,17.06990242,11.62600231,11.1069622,8.963027,10.10302639,5260.983651,4204.543066
03-01-07-02-01-02-14.wav,,strong,-625.7237549,51.18144989,-12.16185379,10.70504761,-7.24870491,-0.742990792,-13.6333065,0.366290897,-20.57922745,-7.092347145,-3.326123953,-6.980555058,-1.404141545,160.4234314,56.93028641,24.81435204,25.17596817,18.92479324,14.58675957,20.70443153,12.75343037,20.62410545,10.3678236,12.47613049,12.86669159,8.596043587,5453.119047,3389.059104
03-01-04-02-01-01-14.wav,,strong,-656.0704956,47.95339584,-8.494379044,9.619264603,-4.342089653,-1.315921783,-11.53294754,-0.175026387,-14.96515846,-4.890007496,-2.684546947,-4.111730576,-2.604221821,156.1375732,61.79583359,29.60838318,20.28447723,16.81000137,14.22253132,20.40032005,13.1307888,17.6316433,10.3813591,11.03368187,8.971489906,9.415044785,7329.026201,3827.344609
03-01-04-01-02-01-14.wav,,normal,-712.2363281,48.60414505,-0.805523932,17.31731796,-1.003547311,3.351878405,-11.27921772,3.280536413,-13.93543434,-2.094263554,-1.069912195,-3.784246206,-2.501085281,157.3937225,55.61032104,29.04187584,23.87461853,21.21375084,12.23494244,17.05028152,11.96317673,16.4141922,8.468979836,10.02742863,9.875240326,7.222731113,7225.612903,3509.712523
03-01-07-01-02-02-14.wav,,normal,-600.7038574,52.25897217,-2.890895367,9.503267288,-7.438508511,-3.836460352,-14.70750618,-0.535980046,-16.23879242,-7.746936321,-6.190911293,-7.265544891,-7.02715826,153.5366058,67.56013489,26.64970589,23.46609879,21.34774971,20.09591293,19.55056953,12.59185696,16.64039993,13.76037407,9.006797791,9.337212563,8.200754166,5548.294369,3972.931612
03-01-05-02-02-02-14.wav,,strong,-441.8380737,42.00843811,-21.29963303,-1.429869771,-11.70288181,-10.37357903,-18.30763054,3.556864023,-13.49126053,-11.80397797,-3.344918013,-6.216770649,-7.470264435,161.9686584,58.87199402,35.30476761,22.94831848,23.69097328,20.93839073,23.82792854,14.64853573,15.66330147,14.36034584,9.536317825,10.47303295,10.82553864,6592.853232,3781.345251
03-01-06-02-02-01-14.wav,,strong,-521.8727417,33.33415604,-26.97988129,-2.598813534,-10.83876038,-5.483818054,-19.88027954,-2.062748671,-13.69334126,-14.03229332,-1.549396157,-6.734633446,-13.19241714,144.2121277,48.52745438,33.89112091,22.44418144,21.83991051,14.71095753,23.13328934,12.72018909,16.02921486,16.29102325,15.10879803,11.93434238,14.59654522,5776.318156,3953.823715
03-01-06-01-01-01-14.wav,,normal,-744.6670532,54.15869141,-0.401425511,19.5610218,3.454391718,5.840060234,-9.483124733,1.641965508,-12.60788345,-2.472077608,-4.392961502,-4.492975712,-4.466255188,167.3657379,49.61588287,28.47500038,22.12785339,15.80628681,10.59498787,17.29215431,9.522117615,14.95543575,8.264152527,9.662535667,9.23043251,6.304020882,5671.81598,3637.410301
03-01-05-01-01-02-14.wav,,normal,-605.046936,47.47683334,-9.615088463,6.740013599,-5.050026894,-2.455463886,-14.21108437,3.218613863,-8.974825859,-4.625892162,-3.994198799,-3.172020197,-2.045047522,166.0509338,59.43235016,27.89888954,20.48840141,18.18427467,11.99511147,23.29823303,14.13754749,13.31307983,10.5779562,9.420227051,9.116114616,8.383339882,5456.709474,4006.897671
03-01-03-02-02-01-14.wav,,strong,-470.3905945,35.88791275,-37.332798,-8.03531456,-6.304791451,-4.6507411,-24.31962967,-4.206108093,-11.02910042,-14.68555641,1.138313174,-5.26926899,-9.587854385,149.8020477,46.30448151,49.18283463,23.27633858,21.64879417,17.13293839,26.57584953,15.13721561,13.22170925,17.68426704,11.89289951,11.21593475,15.28882027,5753.603813,3591.08027
03-01-03-01-01-01-14.wav,,normal,-562.2396851,50.41873169,-20.8687706,7.406903744,0.510636508,-1.421256304,-18.80283165,-0.266009659,-9.52364254,-9.657218933,0.533235908,-6.261394501,-8.192251205,161.4372406,56.63058472,32.26992798,21.25973892,20.94254684,15.62817478,24.4758873,13.87593746,15.32642937,15.36452961,11.133564,10.89773655,11.63298607,6515.496974,3343.755247
03-01-02-02-01-02-14.wav,,strong,-799.4614258,45.47827911,0.853654385,15.63783932,-2.241363764,5.703813553,-11.77910042,2.321019411,-9.476760864,-3.102561712,-4.251997948,-6.326402187,-1.615279078,149.8948364,49.9577713,22.86623192,22.15611649,15.81523514,11.84545517,17.65663338,10.45238876,11.57970238,8.623973846,8.575764656,8.846652985,6.644287109,5320.529356,4109.417268
03-01-02-01-02-02-14.wav,,normal,-754.6869507,45.07504272,1.157357216,15.80220318,-2.926669598,4.247889519,-12.07123852,3.771626949,-12.30054092,-3.986860275,-3.63338232,-6.343953133,-3.195921659,169.2253265,55.44402313,20.30286598,22.67114258,16.42859077,14.72117233,19.43548775,11.5354166,16.44333649,10.32752132,9.370304108,9.566318512,6.407598495,5924.956667,4178.457432
03-01-01-01-02-01-14.wav,,normal,-765.1410522,51.84482193,3.912500381,12.69224834,-1.399942398,3.828552723,-8.389102936,4.507469654,-12.08524323,-0.799251258,-3.326050997,-1.067165494,-2.440075397,171.6764374,59.8057518,20.45459938,24.87380791,17.83245087,13.6150713,16.94968224,12.59806156,18.9364624,7.636524677,9.435596466,7.903104305,5.872330189,6050.104661,4143.293953
03-01-08-02-02-02-14.wav,,strong,-625.5650024,37.6015625,-3.692514896,8.979275703,-5.637381554,1.969831586,-14.02897453,1.621135116,-13.24977779,-2.752983332,-4.365698814,-5.598220348,-5.399013996,160.4786987,61.17973709,24.2170887,25.5278244,20.53771019,14.42241192,18.4047966,10.77202892,15.67124176,9.325577736,9.193903923,9.050314903,8.50487709,5818.24661,3898.448978
03-01-08-01-01-02-14.wav,,normal,-697.8088379,48.78155136,-3.700065851,3.683172941,-3.225925446,-0.070589527,-13.35468769,2.844887733,-10.6126194,-0.884958744,-4.654467583,-3.022302151,-3.435386658,153.728363,62.97755814,22.27556229,21.35666847,15.16608238,9.682825089,20.75253677,12.22231674,16.6384201,7.378854752,8.96053791,8.516777039,7.818493366,5568.664496,4178.971284
03-01-06-01-02-01-14.wav,,normal,-714.4400635,46.36920929,3.132820129,13.72438717,-1.775289059,4.937008858,-9.849574089,0.722356021,-15.0142765,-1.246142626,-3.687464476,-6.913563251,-5.378109932,166.9111176,58.82103348,20.36576653,22.4337635,17.23817635,11.37535858,16.32789993,10.2131176,16.87239456,7.492864609,8.776883125,10.34034538,6.90115118,7655.335726,3299.016908
03-01-05-01-02-02-14.wav,,normal,-571.9035034,41.11634827,-11.14185143,1.752400756,-8.361308098,-5.094497204,-17.75356674,1.902502179,-14.4879446,-7.720416069,-6.847988605,-4.668684006,-5.022902012,156.1075897,63.03673172,26.62497902,24.08326721,21.69343185,17.39292717,24.5093441,12.09294605,16.54978561,12.75305748,11.65109062,9.781589508,9.000644684,6047.007557,4191.321587
03-01-05-02-01-02-14.wav,,strong,-425.396759,45.91071701,-28.68630028,-5.93949604,-11.00302029,-11.91834831,-21.17057991,1.252086163,-10.71854591,-10.20340824,-1.445426822,-2.002355576,-5.61531353,144.834671,56.44477463,34.75701523,24.48211861,21.44719696,18.74153328,26.32602882,12.12234116,14.5285635,14.46127319,10.3841238,13.04635906,14.19459724,5042.356344,3563.380813
03-01-06-02-01-01-14.wav,,strong,-460.0960388,33.51130676,-35.92515564,-5.207020283,-11.23172569,-6.670416355,-18.94787598,-1.939228296,-10.72245884,-14.38549328,-0.639517069,-3.115098476,-4.969375134,141.602478,45.8179512,38.56129074,26.73010826,21.48464775,11.99293709,23.33249474,12.01300716,13.59703159,16.51661301,9.910691261,9.093851089,11.26481724,4996.398197,3612.497
03-01-04-01-01-01-14.wav,,normal,-740.0005493,59.85836792,4.734866142,19.31306839,3.354772806,4.517698288,-10.24993324,1.79705584,-11.41106224,-1.58496213,-4.500009537,-4.426727295,-2.230461359,166.7893524,55.01842499,31.15952682,22.66825867,17.4989357,11.86478615,20.04913712,11.38004112,15.6815176,8.931427002,9.77808857,9.330777168,6.855179787,6894.353893,3699.329504
03-01-07-01-01-02-14.wav,,normal,-679.6438599,52.9560051,-0.861786008,5.048058033,-6.740587234,0.65336132,-14.4818573,-0.431202292,-14.22387886,-4.399508476,-4.549455643,-5.937572956,-3.505414724,168.2228699,62.3808136,16.86124802,22.3352623,18.74359512,14.33168602,21.77698708,10.37003708,19.07179832,12.42938328,10.78013039,9.485012054,8.082094193,5564.337502,4336.904691
03-01-07-02-02-02-14.wav,,strong,-609.5939941,46.78323746,-4.530295849,3.79740715,-7.822948933,-3.180744648,-16.81109619,-0.141613021,-20.39207268,-8.243179321,-4.488345623,-6.671552181,-6.657808304,164.734726,64.69584656,18.9662323,19.85773277,18.58515358,16.73472595,25.7016964,14.73214531,24.58185196,12.48417187,10.24919224,11.5306282,10.59133434,5385.262477,4438.160242
03-01-04-02-02-01-14.wav,,strong,-643.9515381,50.93907928,-7.256976128,6.921009541,-3.418649197,-3.515719891,-13.03089714,-2.448693275,-15.38057232,-7.35545969,-3.884851933,-5.632603168,-5.673629284,144.0778809,65.9562912,19.85950089,22.78615952,20.56115913,17.04811859,21.50982094,11.64513779,17.95895386,11.48933601,9.254924774,10.12798023,8.882118225,6365.277608,3889.070264
03-01-08-02-01-01-14.wav,,strong,-665.8939209,53.69266129,-1.815802813,3.384631395,-6.885157108,-1.163892508,-13.57733917,5.139710426,-9.302531242,-4.418584824,-5.960267067,-2.207991838,-5.451220512,169.2778778,62.65846634,28.82842064,24.50050354,20.57579041,14.4212389,21.73629761,14.31733418,15.61696148,10.21869373,9.271071434,8.138597488,8.494013786,6152.88477,3794.242741
03-01-08-01-02-01-14.wav,,normal,-692.7029419,41.6296196,-2.332479477,6.856680393,-2.876818419,0.197205603,-12.4302063,-0.007364976,-13.69294262,-2.293249369,-3.85546422,-5.704846382,-4.804785728,151.9575806,61.97090912,21.03521919,23.81167793,18.63682175,13.21027374,16.33442116,10.75187492,16.92773056,7.99720335,8.820435524,8.695462227,7.386375427,6321.307774,4088.491844
03-01-05-01-01-01-14.wav,,normal,-621.2703247,45.31813812,-9.525032997,7.812758446,-5.353623867,-2.345081806,-12.25492287,2.151839256,-10.85503578,-3.124931097,-3.141604424,-6.191764355,-4.744223118,159.8233032,56.4682312,30.0130024,22.73593521,22.4436512,13.18005371,21.40850449,12.51495457,15.97268486,8.622551918,9.914168358,11.65635014,8.673121452,6756.241458,3959.826043
03-01-06-01-01-02-14.wav,,normal,-700.015625,54.19821167,-8.732887268,14.82668495,-3.705454826,4.135906696,-9.573526382,3.944972277,-12.83086491,-1.589367151,-1.743192673,-3.177257061,-3.801611662,171.0302582,49.76268005,28.43288422,23.3038044,19.91238594,13.77920055,18.65080452,11.49134922,14.30420876,7.527266979,11.18377972,10.1569767,6.551225662,6563.667772,3516.235323
03-01-06-02-02-02-14.wav,,strong,-504.5866699,34.55746078,-31.63962746,-4.74259901,-11.16762733,-6.377056599,-21.71992111,-4.526496887,-13.2568512,-14.90979671,-0.583022058,-3.281807184,-10.47944164,137.3222046,51.18932343,37.09261322,26.41548157,20.98220062,16.97500229,25.86543846,15.95378017,14.15576935,16.36729813,12.17159462,12.56058407,11.62735367,5033.593724,3589.919113
03-01-05-02-02-01-14.wav,,strong,-407.6126709,36.38326263,-26.08398438,-10.01139259,-14.93706417,-10.91966534,-20.39161682,1.498629808,-11.69372559,-12.17089844,-0.252420992,-3.509753704,-1.6784693,138.2263947,49.03727341,39.62763214,21.74132156,23.11670685,20.34446526,25.92246628,14.6271944,14.68373394,14.80836296,9.492074013,12.60301495,12.49056435,5687.600553,3872.189197
03-01-07-01-02-01-14.wav,,normal,-682.0325928,42.18208313,1.468214393,13.03456688,-8.12888813,5.976801872,-10.37499714,2.97632575,-11.28382111,-1.390993595,-5.153939247,-5.692412853,-3.509357929,189.6414032,68.30953979,24.47072411,23.88635635,19.90382767,14.80563545,17.15749741,10.10191822,17.15673637,7.981533527,10.01591301,10.11662674,7.793731689,6027.181575,4216.775366
03-01-04-01-02-02-14.wav,,normal,-702.1876221,53.13882065,4.244968414,18.42406654,-1.137204051,5.611200809,-9.737690926,2.627494097,-13.52201653,-1.768813729,-2.075832605,-5.178660393,-1.913599253,154.4337158,58.48039246,28.36717606,25.00721359,21.51818466,11.64614201,18.76820183,12.97590065,17.11123466,8.717569351,9.526156425,9.876665115,7.551476955,7126.270848,3376.070868
03-01-04-02-01-02-14.wav,,strong,-699.65625,58.71560669,-9.147857666,10.7185297,-1.075135827,0.947187901,-10.78371811,-0.935175002,-11.65331459,-5.556725025,-2.421180487,-1.5437603,-3.500935555,161.793335,68.36976624,26.40577888,23.15438271,14.47988319,12.76632404,19.7956562,12.13749218,15.30700207,11.032444,9.157427788,6.861032963,8.025387764,5244.882607,3894.404148
03-01-07-02-01-01-14.wav,,strong,-546.6919556,52.18604279,-18.85181999,7.933708668,-5.475399017,-7.516503811,-19.2572155,-2.576894045,-18.6921978,-10.8533392,-3.942724705,-2.312753439,-4.312878609,130.2240448,62.18038177,27.93102646,24.21842957,21.6487751,18.60676003,22.11518288,12.81599712,16.49357796,12.92641735,9.834821701,10.55647469,7.932661533,5031.93688,3542.51974
03-01-03-02-01-02-14.wav,,strong,-492.6343384,44.09988022,-32.15526962,-2.199271917,-6.580583096,-5.301532269,-20.5112114,-0.943704367,-10.77509975,-11.93528271,0.962879837,-7.489643097,-9.016652107,151.5415192,49.80698395,39.35093689,21.14678955,24.47452545,18.26006889,22.7617836,15.44924927,14.53159523,14.97690773,12.46990395,10.34583855,11.25235748,5121.598081,3741.602064
03-01-03-01-02-02-14.wav,,normal,-625.8718262,39.71882629,-8.870752335,4.116130352,-4.180975914,1.858362675,-16.03765678,-1.159619212,-12.39328384,-7.520564079,-3.711252451,-7.036233902,-7.970032692,180.2361298,58.51118851,20.42289734,19.86286163,18.41214371,13.62834072,24.32137489,13.71948814,15.24672794,12.40418625,12.41988277,10.62726307,10.58373642,4934.771421,4278.478475
03-01-02-02-02-01-14.wav,,strong,-800.9198608,50.39608383,6.96077776,13.71000576,-5.116372108,4.601861477,-7.781661987,3.272308588,-11.15594196,-1.797051191,-3.456106901,-1.959189177,-1.131545663,165.6448669,55.09283829,22.29087448,20.5785141,18.8284111,11.72490692,13.84531212,10.70634079,14.68892956,7.744434834,9.810149193,6.944453716,6.548386574,5739.615343,4144.917459
03-01-01-01-01-02-14.wav,,normal,-777.7556763,53.67114639,5.614628792,14.47495556,1.125470161,3.667880535,-8.997253418,4.417482376,-9.75570488,-0.091573209,-1.897069812,-1.384567261,-0.769122005,154.6186676,56.64458084,24.70416451,21.92261314,14.88231468,9.989160538,19.24614716,10.87533569,15.70200634,7.763998985,9.205002785,6.418737411,5.516736507,6084.720046,3976.421586
