File Name,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27
03-01-03-01-01-02-16.wav,-593.4962158203125,56.98053741455078,-7.237171649932861,7.515977382659912,2.2314085960388184,4.328758239746094,-9.237195014953613,-2.9362807273864746,-8.243587493896484,-3.294951915740967,-1.6675328016281128,-0.7313612103462219,-5.513164043426514,143.2194061279297,70.27082824707031,25.83003044128418,25.741867065429688,17.460525512695312,14.909025192260742,18.707714080810547,13.515783309936523,13.854046821594238,10.635603904724121,8.358660697937012,7.525853633880615,9.991372108459473,6200.461107175866,3437.7421121161547
03-01-02-02-01-01-16.wav,-674.0994262695312,62.795066833496094,3.5603363513946533,9.729162216186523,-0.023848604410886765,4.42030143737793,-9.839371681213379,-3.7491683959960938,-8.619714736938477,-1.4153316020965576,-2.382402181625366,-2.656625986099243,-5.495179653167725,133.4702911376953,69.01736450195312,27.25605583190918,24.875722885131836,16.70392417907715,12.94836711883545,17.714923858642578,13.645499229431152,13.403535842895508,7.714836597442627,9.419710159301758,7.357602119445801,8.200243949890137,5721.097529351186,3865.3399668593615
03-01-01-01-02-02-16.wav,-665.2717895507812,57.93363571166992,5.258662223815918,13.236382484436035,0.6685579419136047,6.644536972045898,-11.583321571350098,-4.477790355682373,-8.907587051391602,-3.728564739227295,-3.0972328186035156,-3.317338466644287,-4.504300117492676,140.70912170410156,80.42630004882812,27.286466598510742,30.13319969177246,21.37098503112793,14.470047950744629,21.016695022583008,11.9276762008667,14.555514335632324,10.39354133605957,7.376755714416504,8.408263206481934,7.581675052642822,4880.382647461572,3954.875771758743
03-01-02-01-02-01-16.wav,-690.6874389648438,57.28739547729492,8.065510749816895,16.85511589050293,0.46501147747039795,8.735891342163086,-13.02431583404541,-4.503686904907227,-8.185371398925781,-2.8935623168945312,-4.409371852874756,-2.119326591491699,-6.247130393981934,140.52691650390625,73.61015319824219,22.33796501159668,30.224863052368164,17.89830207824707,14.376852989196777,19.869604110717773,11.917274475097656,11.771424293518066,11.045273780822754,9.658003807067871,7.435658931732178,9.223231315612793,5635.210293846666,4062.592496313267
03-01-03-02-01-01-16.wav,-567.0823974609375,57.704227447509766,-11.601362228393555,2.5131049156188965,-0.6057677865028381,2.512794256210327,-10.712159156799316,-4.476675510406494,-10.475638389587402,-7.112624168395996,-4.61799430847168,0.4158807098865509,-6.3854594230651855,151.48468017578125,69.1043472290039,26.9056339263916,26.669692993164062,15.930788040161133,15.664518356323242,19.5357608795166,14.603337287902832,15.20361042022705,11.079697608947754,10.98250675201416,8.035326957702637,9.186198234558105,5035.120015054372,3926.539062739385
03-01-03-01-02-01-16.wav,-598.6889038085938,55.58522415161133,-1.423776626586914,7.487048625946045,1.955167531967163,5.545228481292725,-10.158370018005371,-5.569571495056152,-8.577681541442871,-4.661826133728027,-4.122369289398193,-1.211681842803955,-5.667054176330566,135.86683654785156,76.88127899169922,26.067522048950195,26.86829948425293,19.542409896850586,15.068946838378906,18.89983558654785,13.216864585876465,14.623022079467773,11.67994499206543,10.767651557922363,7.5714850425720215,8.945096015930176,6649.877661852076,3912.5865034133094
03-01-02-02-02-02-16.wav,-696.0972290039062,66.14794158935547,7.069854259490967,14.015482902526855,-3.4265477657318115,9.01133918762207,-12.010905265808105,-6.854057312011719,-8.274953842163086,-2.6235415935516357,-5.335363864898682,-1.3872114419937134,-4.876340866088867,153.6302032470703,80.57543182373047,21.990766525268555,30.997316360473633,20.601726531982422,13.857186317443848,18.346004486083984,11.080440521240234,13.453764915466309,9.858431816101074,11.759556770324707,7.18532133102417,9.47220230102539,5367.309790624408,4220.629600131169
03-01-02-01-01-02-16.wav,-677.4262084960938,69.57673645019531,6.553034782409668,15.260473251342773,2.20424747467041,8.824959754943848,-12.81968879699707,-4.031022548675537,-5.388324737548828,-2.376210927963257,-2.4838783740997314,-4.487965106964111,-5.576415538787842,131.81240844726562,68.50225067138672,25.896398544311523,27.483943939208984,17.648536682128906,14.657963752746582,20.699050903320312,13.448379516601562,12.98577880859375,8.786284446716309,8.529193878173828,7.650609970092773,9.337447166442871,3994.6563933800635,3422.6682938067665
03-01-01-01-01-01-16.wav,-693.5733032226562,69.53658294677734,8.30706787109375,12.569411277770996,1.8204079866409302,5.631784439086914,-9.472465515136719,-2.6315364837646484,-6.655186653137207,-3.853361129760742,-4.374628067016602,-1.851171612739563,-4.994950771331787,139.03660583496094,76.30513763427734,27.290803909301758,24.54070472717285,16.929365158081055,14.143693923950195,19.20318603515625,11.94100284576416,13.171575546264648,9.700471878051758,8.223447799682617,8.532365798950195,9.079988479614258,4662.600711029975,4069.7783298011345
03-01-06-01-01-01-16.wav,-599.0252075195312,59.32427978515625,-5.274423599243164,4.398027420043945,1.4660533666610718,2.264465093612671,-11.35067081451416,-3.8268909454345703,-10.801557540893555,-8.760663986206055,-5.855504035949707,-0.19860559701919556,-6.510923385620117,136.60641479492188,64.72388458251953,25.976072311401367,20.189897537231445,16.270296096801758,12.618429183959961,18.597942352294922,13.06823444366455,13.120911598205566,11.565886497497559,10.863190650939941,9.366908073425293,9.61782169342041,4906.428896778578,3710.935117526787
03-01-05-01-01-02-16.wav,-513.6866455078125,51.9394645690918,-4.283085823059082,7.829136848449707,-2.169693946838379,0.7833646535873413,-10.925152778625488,-0.3448541462421417,-5.268341541290283,-7.898558139801025,-7.829548358917236,0.6178690195083618,-3.793179750442505,137.5135040283203,64.89164733886719,27.569393157958984,25.82839584350586,21.54494857788086,15.126599311828613,22.338882446289062,13.139904975891113,11.634187698364258,13.778987884521484,11.090110778808594,7.9892096519470215,10.227312088012695,5829.746992291637,3514.003266439045
03-01-05-02-02-02-16.wav,-467.1768798828125,41.28919982910156,-12.171491622924805,3.800767183303833,-4.444031715393066,-1.930092215538025,-15.296289443969727,0.3972345292568207,-5.875142574310303,-11.244269371032715,-6.740288734436035,2.8042068481445312,-5.315360069274902,145.56349182128906,67.04108428955078,32.65715026855469,24.932336807250977,20.546083450317383,18.852975845336914,25.33945083618164,9.742244720458984,11.50505256652832,15.680194854736328,12.071643829345703,7.667971611022949,9.527278900146484,5195.375581716421,3538.038181472927
03-01-06-02-02-01-16.wav,-432.5458068847656,41.63201141357422,-28.74671745300293,-1.8991936445236206,-6.894361972808838,-1.0959446430206299,-20.13628387451172,-6.9980926513671875,-12.867240905761719,-14.555252075195312,-8.496088981628418,0.331666499376297,-10.029803276062012,125.62149047851562,60.658973693847656,30.520259857177734,25.537975311279297,24.193618774414062,16.107961654663086,24.10003662109375,12.512269020080566,14.487168312072754,13.482833862304688,15.527458190917969,11.130494117736816,10.616735458374023,5789.521431025969,3161.9744244343565
03-01-04-01-02-01-16.wav,-703.0358276367188,57.284339904785156,5.328858375549316,11.109312057495117,1.6600754261016846,7.8754377365112305,-9.224847793579102,-3.4114251136779785,-11.640912055969238,-2.9467005729675293,-4.4696831703186035,-0.11886370182037354,-6.490074157714844,161.00186157226562,76.03449249267578,20.776655197143555,29.98431396484375,15.349486351013184,12.934371948242188,18.53093719482422,10.683022499084473,17.384511947631836,8.749537467956543,9.218649864196777,6.157724857330322,9.417226791381836,5535.261711827766,4183.825128626518
03-01-07-01-02-02-16.wav,-609.255615234375,59.13850402832031,2.7715017795562744,11.167488098144531,1.1004583835601807,4.9648308753967285,-7.206599712371826,-4.531482696533203,-7.926785469055176,-4.641063690185547,-4.488955974578857,-0.8024743795394897,-4.859541893005371,140.22320556640625,82.47538757324219,28.714725494384766,30.929935455322266,18.818492889404297,17.182601928710938,17.87421989440918,10.886495590209961,12.366556167602539,9.305290222167969,10.453681945800781,6.759042263031006,9.378717422485352,4952.322680489645,3830.7980649580427
03-01-07-02-01-02-16.wav,-588.1022338867188,58.794395446777344,0.6493011713027954,11.139724731445312,0.29564863443374634,1.6682475805282593,-10.77380084991455,0.4792894423007965,-11.602620124816895,-6.551626682281494,-5.473849773406982,3.0202906131744385,-3.4129559993743896,141.61917114257812,64.91720581054688,32.37354278564453,27.105764389038086,18.045270919799805,18.62209701538086,20.74796485900879,13.167323112487793,14.00055980682373,11.050506591796875,9.36626148223877,9.44717788696289,9.677465438842773,4562.739968877833,3529.9302795545345
03-01-04-02-01-01-16.wav,-641.3743896484375,74.08120727539062,-8.787224769592285,5.240328311920166,4.550490379333496,5.285519123077393,-12.394576072692871,-9.864649772644043,-17.02057456970215,-9.249638557434082,-3.117851495742798,-0.35029688477516174,-8.128353118896484,129.93470764160156,72.09161376953125,26.13103485107422,23.330270767211914,18.06219482421875,13.93413257598877,16.150285720825195,13.89588451385498,17.122314453125,11.481127738952637,9.532339096069336,8.560574531555176,11.355916023254395,4789.30951471103,3479.120965637742
03-01-08-02-01-02-16.wav,-568.800048828125,58.65653991699219,-7.1742963790893555,2.8390564918518066,-4.236921787261963,-2.8390350341796875,-13.680381774902344,-4.462887763977051,-8.78493881225586,-4.233707427978516,-6.444661617279053,-3.897911787033081,-6.706843852996826,151.07470703125,71.39413452148438,27.65936851501465,21.53741455078125,18.357446670532227,16.744312286376953,22.844371795654297,14.466878890991211,13.090558052062988,11.195183753967285,10.319804191589355,8.443013191223145,10.534550666809082,4836.753215193593,4071.548079210804
03-01-08-01-02-02-16.wav,-561.8120727539062,47.887672424316406,-6.839163303375244,5.163293838500977,-3.9601809978485107,-1.745127558708191,-14.383553504943848,-8.741564750671387,-9.332544326782227,-2.5355324745178223,-7.774136543273926,-5.3624749183654785,-6.226189136505127,156.0251922607422,78.15504455566406,28.972562789916992,24.2174072265625,16.544357299804688,15.202089309692383,22.95559310913086,14.277766227722168,13.98851490020752,8.195891380310059,12.246145248413086,11.666764259338379,10.773553848266602,4648.363529230956,4084.8189778301835
03-01-02-01-02-02-16.wav,-671.1194458007812,58.30773162841797,4.466759204864502,16.334030151367188,0.37182334065437317,7.974556922912598,-11.257771492004395,-3.5403695106506348,-9.353853225708008,-3.2741940021514893,-1.3890244960784912,-3.054835319519043,-5.416696548461914,145.84547424316406,79.47784423828125,28.35336685180664,30.65349578857422,18.77647590637207,13.457507133483887,18.57492446899414,11.260411262512207,13.107766151428223,11.121186256408691,8.50011920928955,7.692438125610352,8.683667182922363,4799.558388413586,4017.0776638436723
03-01-01-01-02-01-16.wav,-663.1318359375,68.17051696777344,3.6824100017547607,14.193284034729004,-0.21097397804260254,8.06627368927002,-12.715482711791992,-6.612138748168945,-9.278654098510742,-3.188166618347168,-4.1731038093566895,0.034632664173841476,-4.7048869132995605,158.69656372070312,78.43887329101562,26.971296310424805,29.87198829650879,18.937732696533203,15.648530006408691,21.472061157226562,13.464993476867676,15.026187896728516,11.085942268371582,9.675728797912598,8.406279563903809,8.631959915161133,5816.17757791772,3873.431401358115
03-01-02-02-01-02-16.wav,-652.0712890625,75.07081604003906,2.016463041305542,12.19166374206543,1.6864551305770874,11.937417984008789,-11.239147186279297,-2.6883962154388428,-7.788512229919434,-3.5277366638183594,-1.617197036743164,-1.7330302000045776,-6.853225231170654,151.63499450683594,68.66046142578125,26.33718490600586,28.90477752685547,18.145362854003906,15.247509956359863,21.349824905395508,11.829927444458008,11.432640075683594,9.467024803161621,9.139249801635742,7.277828693389893,10.06215763092041,5662.427194495952,3939.1839058346513
03-01-03-01-01-01-16.wav,-616.802734375,60.53385925292969,-10.204832077026367,4.185000419616699,2.0699539184570312,2.8012073040008545,-10.635050773620605,-3.7913119792938232,-8.914517402648926,-5.759664058685303,-3.4099581241607666,-0.07002367079257965,-6.240439414978027,150.8643341064453,74.50997924804688,25.526609420776367,27.533157348632812,17.73201560974121,13.959383010864258,19.772058486938477,12.528326988220215,14.280820846557617,10.526240348815918,10.124290466308594,6.825206756591797,10.986340522766113,4587.691555884013,3910.8867688611585
03-01-03-02-02-01-16.wav,-553.28173828125,49.69365692138672,-11.47360897064209,7.810547351837158,-2.1559624671936035,1.4664523601531982,-15.874313354492188,-7.122289657592773,-11.199352264404297,-6.842702865600586,-5.689074516296387,-1.3729374408721924,-8.529390335083008,157.75048828125,73.71862030029297,28.91624641418457,27.228296279907227,19.483684539794922,17.515743255615234,21.551612854003906,13.906706809997559,14.975960731506348,12.068744659423828,12.374227523803711,8.675938606262207,11.592996597290039,5880.299668201133,3926.7628489773133
03-01-07-02-02-02-16.wav,-578.7061767578125,50.90782928466797,0.8712096810340881,10.556558609008789,-2.169149875640869,4.323412895202637,-13.912043571472168,-3.424703359603882,-8.63692855834961,-4.8358659744262695,-7.367471218109131,-0.1493435949087143,-6.37661075592041,144.03382873535156,81.2513427734375,25.12489128112793,30.381004333496094,23.01209831237793,16.268142700195312,21.80680274963379,11.175559043884277,13.310223579406738,10.810773849487305,11.081658363342285,8.257611274719238,9.449240684509277,5714.204964040789,4136.394162538771
03-01-04-02-02-01-16.wav,-648.4470825195312,62.519561767578125,1.1278408765792847,10.305535316467285,-0.15752451121807098,5.552088260650635,-14.34053897857666,-9.248062133789062,-13.057719230651855,-7.854423522949219,-7.935846328735352,-1.3084005117416382,-7.7197065353393555,145.6020965576172,76.32637786865234,24.515552520751953,28.187414169311523,20.03919792175293,14.068320274353027,20.55759048461914,14.343984603881836,16.68777084350586,11.191812515258789,12.33374309539795,8.07485294342041,9.109477996826172,6051.1056655940865,3403.4583247513533
03-01-04-01-01-01-16.wav,-700.636474609375,58.50293731689453,0.07160316407680511,11.967086791992188,2.6264536380767822,3.6068227291107178,-8.471674919128418,-1.8477569818496704,-12.52043342590332,-1.4666043519973755,-3.3290293216705322,-2.603337526321411,-6.489990234375,153.2301025390625,74.27262115478516,24.752300262451172,24.429668426513672,16.314624786376953,13.640077590942383,15.694581031799316,12.293242454528809,15.196271896362305,7.621355056762695,7.512439727783203,7.368440628051758,9.928342819213867,6312.183572876354,4625.44070963525
03-01-07-01-01-02-16.wav,-635.1882934570312,68.7939453125,1.0901678800582886,9.482593536376953,-1.9832805395126343,2.056746006011963,-5.975643157958984,0.41397878527641296,-13.032720565795898,-5.816216468811035,-4.05035400390625,1.077627182006836,-4.175379276275635,157.18038940429688,70.18135070800781,28.487241744995117,25.13178253173828,18.21574592590332,14.795680046081543,17.758440017700195,14.174384117126465,14.827553749084473,9.987839698791504,9.954328536987305,9.304226875305176,10.471060752868652,4221.591028619651,3595.5734990802794
03-01-05-02-01-02-16.wav,-437.0980224609375,43.61496353149414,-16.250322341918945,0.147967129945755,-4.137546539306641,-3.320147752761841,-14.910111427307129,-0.6204229593276978,-7.473681449890137,-12.085249900817871,-7.4262542724609375,1.151231050491333,-3.771592855453491,136.52999877929688,55.63109588623047,32.882991790771484,23.022415161132812,19.52750015258789,15.263901710510254,23.913864135742188,13.669666290283203,12.035067558288574,15.763607025146484,11.01597785949707,7.237421035766602,10.378192901611328,4952.286072631001,3360.689378901286
03-01-06-02-01-01-16.wav,-437.10772705078125,47.72047424316406,-25.499000549316406,-1.1662166118621826,-5.619125843048096,-1.816574215888977,-17.658611297607422,-6.51547384262085,-14.733835220336914,-10.685083389282227,-8.002968788146973,-1.4002978801727295,-10.193921089172363,137.3010711669922,52.22252655029297,28.854835510253906,21.703311920166016,18.20210838317871,13.763465881347656,20.284242630004883,13.765851020812988,15.274861335754395,11.52763843536377,15.115720748901367,11.079319953918457,10.922898292541504,4642.379423749794,3037.162413744213
03-01-06-01-02-01-16.wav,-612.308349609375,53.503334045410156,-2.0079333782196045,10.402097702026367,2.2268364429473877,4.601609230041504,-9.351031303405762,-5.881973743438721,-11.738347053527832,-5.585459232330322,-2.462620735168457,0.5475784540176392,-6.451239109039307,137.52435302734375,73.75814819335938,23.98175811767578,24.60775375366211,17.845712661743164,14.090326309204102,16.882265090942383,11.983847618103027,13.444146156311035,10.403834342956543,11.72942066192627,10.078253746032715,7.891086578369141,6138.957631909584,3468.736081299113
03-01-05-01-02-02-16.wav,-523.0223999023438,51.5919303894043,-7.600657939910889,12.7643404006958,-1.2471920251846313,2.634239435195923,-11.746136665344238,-1.3233067989349365,-8.600859642028809,-8.887900352478027,-6.967074871063232,-0.7352111339569092,-4.603704452514648,170.76986694335938,75.27117156982422,30.651784896850586,26.26757049560547,22.565597534179688,20.613935470581055,21.24689483642578,10.950342178344727,13.372004508972168,12.879144668579102,12.532291412353516,9.337714195251465,8.968122482299805,5375.184299036354,3671.451544227343
03-01-08-01-01-02-16.wav,-592.0512084960938,55.808998107910156,-5.477868556976318,3.9379959106445312,-3.606388568878174,-3.176452398300171,-12.855871200561523,-7.3604278564453125,-8.989611625671387,-3.3460423946380615,-5.753813743591309,-4.411399841308594,-4.557764530181885,139.56814575195312,73.94326782226562,27.371604919433594,21.324676513671875,17.54450798034668,15.431418418884277,20.867469787597656,14.168254852294922,13.27413272857666,9.25622272491455,9.172550201416016,8.766982078552246,9.345975875854492,5967.668163491739,4095.4692850045735
03-01-08-02-02-02-16.wav,-567.8612670898438,50.74833297729492,-6.99632453918457,2.507970094680786,-4.691476345062256,0.1883678436279297,-15.399066925048828,-8.173095703125,-10.797019958496094,-5.656965732574463,-7.212381362915039,-3.596134662628174,-8.91476821899414,158.91006469726562,78.17607116699219,25.911663055419922,26.72701644897461,18.31133270263672,15.191718101501465,22.84116554260254,14.320852279663086,15.548943519592285,9.642328262329102,11.736763000488281,9.461214065551758,12.085071563720703,5000.661666388265,4258.36663027037
03-01-04-02-01-02-16.wav,-664.1888427734375,67.52735137939453,-7.681970119476318,8.997566223144531,-0.25360825657844543,6.194860935211182,-10.204061508178711,-6.8831071853637695,-13.168693542480469,-6.619448184967041,-3.961251974105835,1.8570621013641357,-6.37736701965332,142.48605346679688,73.10889434814453,24.863664627075195,24.98560905456543,15.807446479797363,15.153746604919434,17.100692749023438,13.101271629333496,14.744240760803223,10.196569442749023,10.056623458862305,8.504552841186523,9.875540733337402,4252.70905553477,3660.6579297602448
03-01-07-02-01-01-16.wav,-620.8125,64.52452087402344,2.703829526901245,13.219964027404785,-1.1197928190231323,3.6689045429229736,-10.509879112243652,-2.968639850616455,-12.981802940368652,-7.562492847442627,-3.7048723697662354,1.5335947275161743,-4.679432392120361,147.8632049560547,67.48545837402344,31.500999450683594,26.618080139160156,21.690908432006836,14.875404357910156,20.21363639831543,12.194804191589355,14.77495002746582,11.13396167755127,8.177708625793457,11.269639015197754,10.825539588928223,5859.785508934552,3472.4422638682613
03-01-07-01-02-01-16.wav,-657.4202270507812,57.971500396728516,1.0984339714050293,12.260184288024902,0.9689956307411194,2.816194772720337,-12.378307342529297,-4.874544620513916,-9.668939590454102,-1.1497714519500732,-6.0270209312438965,-4.350647926330566,-4.9991230964660645,155.33148193359375,81.86309814453125,28.386098861694336,27.101911544799805,19.361419677734375,13.401618003845215,20.6669921875,11.304211616516113,15.011774063110352,7.9723591804504395,8.38950252532959,8.271218299865723,9.284987449645996,4713.74088789459,4274.233866010174
03-01-04-01-02-02-16.wav,-705.6630859375,57.34940719604492,5.849416255950928,13.384483337402344,3.026477813720703,6.537644386291504,-8.087292671203613,-6.136326313018799,-10.8870210647583,-3.0446949005126953,-4.964038848876953,-1.3908120393753052,-6.846184730529785,139.524169921875,79.36064910888672,19.933570861816406,29.284425735473633,16.150178909301758,11.967872619628906,15.650856971740723,12.770208358764648,15.441878318786621,9.173943519592285,9.811657905578613,7.981234550476074,9.132987976074219,4254.350339049286,4020.7347794264074
03-01-06-02-02-02-16.wav,-423.4258728027344,43.87131881713867,-24.62535858154297,-2.5527584552764893,-8.003719329833984,0.4552682936191559,-19.947566986083984,-6.513979911804199,-14.08005142211914,-12.363243103027344,-7.039394855499268,0.7616715431213379,-9.032461166381836,147.522216796875,59.446598052978516,30.645374298095703,24.155031204223633,21.911069869995117,14.996627807617188,23.86330223083496,13.044400215148926,15.98648452758789,11.919848442077637,15.584882736206055,10.468656539916992,10.10488224029541,5417.224557585246,3047.089222129054
03-01-05-02-02-01-16.wav,-451.0068664550781,38.712642669677734,-16.36935043334961,3.634521722793579,-4.883439064025879,-0.9473012685775757,-17.03010368347168,2.011660099029541,-6.669932842254639,-13.561244010925293,-7.30233097076416,2.773463726043701,-6.758626937866211,162.7979278564453,62.24464416503906,36.30354690551758,26.63865089416504,21.203853607177734,18.59585952758789,26.337722778320312,9.612289428710938,12.808066368103027,17.815534591674805,11.532572746276855,9.172136306762695,9.880376815795898,5280.93336323479,3755.656878610296
03-01-05-01-01-01-16.wav,-544.113525390625,56.604164123535156,-5.327784061431885,11.071868896484375,-0.9754630327224731,1.4010568857192993,-10.829520225524902,-0.04872957617044449,-7.938131809234619,-6.58357048034668,-4.7237372398376465,1.3969225883483887,-4.063578128814697,155.68148803710938,68.13823699951172,27.30712127685547,26.6007022857666,20.834213256835938,15.986490249633789,22.216350555419922,14.139996528625488,13.393177032470703,14.148289680480957,9.703679084777832,9.623891830444336,9.982412338256836,4229.371864275827,3606.752944705514
03-01-06-01-01-02-16.wav,-636.4804077148438,55.530086517333984,-2.0547635555267334,9.37314224243164,1.3357901573181152,4.430035591125488,-7.880372524261475,-0.35135361552238464,-11.07262897491455,-5.682191848754883,-4.967768669128418,0.78847736120224,-5.589755058288574,152.6849365234375,67.85514068603516,22.95940399169922,24.03048324584961,15.183869361877441,12.46114730834961,15.402791976928711,12.067313194274902,13.991281509399414,10.403103828430176,10.71009349822998,7.602120876312256,8.353069305419922,4116.712791315812,3773.871471153767
